Id,drugName,condition,rating,date,usefulCount
100354,Desogestrel / ethinyl estradiol,Birth Control,9,2014/3/30,21
100436,Desogestrel / ethinyl estradiol,Birth Control,10,2014/7/4,9
100053,Desogestrel / ethinyl estradiol,Birth Control,8,2017/5/8,2
100487,Desogestrel / ethinyl estradiol,Birth Control,4,2013/7/13,13
100425,Desogestrel / ethinyl estradiol,Birth Control,9,2013/8/23,25
100348,Desogestrel / ethinyl estradiol,Birth Control,8,2016/9/5,4
100049,Desogestrel / ethinyl estradiol,Birth Control,1,2017/9/22,5
100360,Desogestrel / ethinyl estradiol,Polycystic Ovary Syndrome,9,2014/2/25,13
100068,Desogestrel / ethinyl estradiol,Birth Control,1,2017/3/15,2
100524,Desogestrel / ethinyl estradiol,Birth Control,10,2012/4/12,7
100397,Desogestrel / ethinyl estradiol,Birth Control,9,2014/10/3,21
100606,Desogestrel / ethinyl estradiol,Birth Control,4,2010/8/2,1
100041,Desogestrel / ethinyl estradiol,Birth Control,2,2017/10/19,2
100067,Desogestrel / ethinyl estradiol,Birth Control,5,2017/3/17,0
100288,Desogestrel / ethinyl estradiol,Birth Control,10,2015/4/6,3
100635,Desogestrel / ethinyl estradiol,Birth Control,7,2011/4/20,0
100317,Desogestrel / ethinyl estradiol,Birth Control,1,2015/6/24,5
100169,Desogestrel / ethinyl estradiol,Birth Control,9,2016/2/19,12
100197,Desogestrel / ethinyl estradiol,Birth Control,8,2016/4/21,1
100187,Desogestrel / ethinyl estradiol,Birth Control,6,2016/5/13,4
100351,Desogestrel / ethinyl estradiol,Birth Control,3,2016/8/23,3
100410,Desogestrel / ethinyl estradiol,Birth Control,3,2013/10/25,11
100066,Desogestrel / ethinyl estradiol,Birth Control,7,2017/3/18,3
99998,Desogestrel / ethinyl estradiol,Birth Control,8,2017/7/26,3
100230,Desogestrel / ethinyl estradiol,Birth Control,1,2016/1/25,8
100449,Desogestrel / ethinyl estradiol,Birth Control,6,2014/5/17,13
100258,Desogestrel / ethinyl estradiol,Birth Control,2,2015/9/23,3
100229,Desogestrel / ethinyl estradiol,Birth Control,8,2016/1/25,6
100619,Desogestrel / ethinyl estradiol,Birth Control,7,2010/5/3,12
100545,Desogestrel / ethinyl estradiol,Abnormal Uterine Bleeding,7,2012/10/13,2
100046,Desogestrel / ethinyl estradiol,Birth Control,9,2017/10/12,0
100226,Desogestrel / ethinyl estradiol,Birth Control,1,2015/10/13,2
100548,Desogestrel / ethinyl estradiol,Birth Control,10,2012/10/8,5
100791,Desogestrel / ethinyl estradiol,Birth Control,10,2009/8/5,14
100334,Desogestrel / ethinyl estradiol,Birth Control,9,2016/10/11,3
100134,Desogestrel / ethinyl estradiol,Birth Control,9,2016/7/29,5
100261,Desogestrel / ethinyl estradiol,Birth Control,5,2015/9/19,3
100214,Desogestrel / ethinyl estradiol,Birth Control,1,2015/11/5,2
100677,Desogestrel / ethinyl estradiol,Birth Control,10,2009/9/28,6
100446,Desogestrel / ethinyl estradiol,Birth Control,4,2014/6/17,5
100391,Desogestrel / ethinyl estradiol,Birth Control,4,2014/12/11,5
100805,Desogestrel / ethinyl estradiol,Birth Control,10,2008/2/29,34
100003,Desogestrel / ethinyl estradiol,Birth Control,1,2017/7/11,2
100128,Desogestrel / ethinyl estradiol,Birth Control,6,2016/8/18,0
100625,Desogestrel / ethinyl estradiol,Birth Control,7,2010/3/30,8
100155,Desogestrel / ethinyl estradiol,Birth Control,1,2016/4/4,6
100520,Desogestrel / ethinyl estradiol,Birth Control,6,2012/5/29,1
100597,Desogestrel / ethinyl estradiol,Birth Control,2,2010/9/15,3
100240,Desogestrel / ethinyl estradiol,Birth Control,5,2016/1/4,3
100237,Desogestrel / ethinyl estradiol,Birth Control,9,2016/1/11,1
100499,Desogestrel / ethinyl estradiol,Birth Control,6,2013/4/2,1
100110,Desogestrel / ethinyl estradiol,Birth Control,8,2016/11/21,15
100792,Desogestrel / ethinyl estradiol,Birth Control,2,2009/8/3,8
99980,Desogestrel / ethinyl estradiol,Birth Control,9,2017/9/5,1
100558,Desogestrel / ethinyl estradiol,Birth Control,9,2011/9/12,5
100418,Desogestrel / ethinyl estradiol,Birth Control,5,2013/9/16,11
100106,Desogestrel / ethinyl estradiol,Birth Control,6,2016/11/28,0
100138,Desogestrel / ethinyl estradiol,Birth Control,4,2016/7/18,3
100145,Desogestrel / ethinyl estradiol,Birth Control,6,2016/7/7,0
100115,Desogestrel / ethinyl estradiol,Birth Control,1,2016/11/16,2
100339,Desogestrel / ethinyl estradiol,Birth Control,8,2016/9/26,1
100065,Desogestrel / ethinyl estradiol,Birth Control,2,2017/3/18,3
100388,Desogestrel / ethinyl estradiol,Birth Control,5,2015/1/10,1
100468,Desogestrel / ethinyl estradiol,Birth Control,2,2012/1/1,0
100075,Desogestrel / ethinyl estradiol,Birth Control,7,2017/2/20,3
100659,Desogestrel / ethinyl estradiol,Birth Control,8,2010/1/25,5
100232,Desogestrel / ethinyl estradiol,Birth Control,5,2016/1/21,1
100582,Desogestrel / ethinyl estradiol,Birth Control,3,2011/1/14,3
100423,Desogestrel / ethinyl estradiol,Birth Control,5,2013/8/28,5
100330,Desogestrel / ethinyl estradiol,Birth Control,7,2016/10/21,3
100302,Desogestrel / ethinyl estradiol,Birth Control,10,2015/2/19,3
100605,Desogestrel / ethinyl estradiol,Birth Control,2,2010/8/6,12
100429,Desogestrel / ethinyl estradiol,Birth Control,8,2014/9/4,1
100431,Desogestrel / ethinyl estradiol,Birth Control,7,2014/7/31,18
100538,Desogestrel / ethinyl estradiol,Birth Control,3,2012/12/9,10
100408,Desogestrel / ethinyl estradiol,Birth Control,5,2013/10/27,4
100532,Desogestrel / ethinyl estradiol,Birth Control,5,2013/1/27,9
100260,Desogestrel / ethinyl estradiol,Birth Control,2,2015/9/19,1
100647,Desogestrel / ethinyl estradiol,Birth Control,4,2011/3/3,1
100000,Desogestrel / ethinyl estradiol,Birth Control,1,2017/7/18,1
100560,Desogestrel / ethinyl estradiol,Birth Control,2,2011/8/31,9
100148,Desogestrel / ethinyl estradiol,Birth Control,9,2016/6/21,5
100380,Desogestrel / ethinyl estradiol,Birth Control,8,2015/2/6,5
100246,Desogestrel / ethinyl estradiol,Birth Control,3,2015/12/22,4
100476,Desogestrel / ethinyl estradiol,Birth Control,7,2011/10/27,5
100154,Desogestrel / ethinyl estradiol,Birth Control,10,2016/4/4,4
100291,Desogestrel / ethinyl estradiol,Birth Control,5,2015/3/26,7
100795,Desogestrel / ethinyl estradiol,Birth Control,2,2009/7/8,7
100801,Desogestrel / ethinyl estradiol,Birth Control,9,2008/11/15,3
100092,Desogestrel / ethinyl estradiol,Birth Control,2,2017/1/8,3
99991,Desogestrel / ethinyl estradiol,Birth Control,10,2017/8/13,0
100534,Desogestrel / ethinyl estradiol,Birth Control,7,2013/1/22,0
100248,Desogestrel / ethinyl estradiol,Birth Control,3,2015/12/15,5
100409,Desogestrel / ethinyl estradiol,Birth Control,4,2013/10/26,4
100026,Desogestrel / ethinyl estradiol,Birth Control,8,2017/5/9,4
100595,Desogestrel / ethinyl estradiol,Birth Control,6,2010/10/6,7
100378,Desogestrel / ethinyl estradiol,Birth Control,4,2015/2/15,10
100668,Desogestrel / ethinyl estradiol,Birth Control,10,2009/12/16,9
100536,Desogestrel / ethinyl estradiol,,8,2013/1/6,9
100345,Desogestrel / ethinyl estradiol,Birth Control,9,2016/9/6,4
100315,Desogestrel / ethinyl estradiol,Birth Control,4,2015/6/30,3
100077,Desogestrel / ethinyl estradiol,Birth Control,10,2017/2/18,3
100030,Desogestrel / ethinyl estradiol,Birth Control,8,2017/12/4,0
100452,Desogestrel / ethinyl estradiol,Birth Control,8,2014/4/11,13
100485,Desogestrel / ethinyl estradiol,Birth Control,5,2013/7/14,7
100533,Desogestrel / ethinyl estradiol,Birth Control,5,2013/1/23,15
100638,Desogestrel / ethinyl estradiol,Birth Control,2,2011/4/12,8
100642,Desogestrel / ethinyl estradiol,Birth Control,8,2011/3/29,5
100108,Desogestrel / ethinyl estradiol,Birth Control,1,2016/11/21,1
100044,Desogestrel / ethinyl estradiol,Birth Control,1,2017/10/14,0
100158,Desogestrel / ethinyl estradiol,Birth Control,2,2016/4/1,1
100175,Desogestrel / ethinyl estradiol,Birth Control,10,2016/1/29,12
100314,Desogestrel / ethinyl estradiol,Birth Control,10,2015/7/1,5
100411,Desogestrel / ethinyl estradiol,Birth Control,2,2013/10/23,18
100328,Desogestrel / ethinyl estradiol,Birth Control,8,2016/10/26,1
100270,Desogestrel / ethinyl estradiol,Birth Control,4,2015/8/16,4
100320,Desogestrel / ethinyl estradiol,Birth Control,1,2015/5/31,1
100344,Desogestrel / ethinyl estradiol,Birth Control,1,2016/9/11,2
100515,Desogestrel / ethinyl estradiol,Birth Control,10,2012/6/14,6
100324,Desogestrel / ethinyl estradiol,Birth Control,8,2015/5/21,16
100083,Desogestrel / ethinyl estradiol,Birth Control,1,2017/2/2,3
100279,Desogestrel / ethinyl estradiol,Birth Control,2,2015/5/2,1
100178,Desogestrel / ethinyl estradiol,Birth Control,2,2016/6/3,5
100483,Desogestrel / ethinyl estradiol,Birth Control,9,2013/7/26,0
100516,Desogestrel / ethinyl estradiol,Birth Control,10,2012/6/6,6
100557,Desogestrel / ethinyl estradiol,Birth Control,10,2011/9/14,6
100059,Desogestrel / ethinyl estradiol,Birth Control,4,2017/4/19,6
100445,Desogestrel / ethinyl estradiol,Birth Control,9,2014/6/17,6
100064,Desogestrel / ethinyl estradiol,Birth Control,1,2017/4/8,0
100633,Desogestrel / ethinyl estradiol,Birth Control,7,2011/5/15,21
100800,Desogestrel / ethinyl estradiol,Birth Control,5,2009/2/10,23
100462,Desogestrel / ethinyl estradiol,Birth Control,8,2012/1/23,3
100251,Desogestrel / ethinyl estradiol,Birth Control,8,2015/11/30,7
100022,Desogestrel / ethinyl estradiol,Birth Control,1,2017/5/15,2
100396,Desogestrel / ethinyl estradiol,Birth Control,10,2014/10/8,19
100039,Desogestrel / ethinyl estradiol,Birth Control,1,2017/10/29,1
100804,Desogestrel / ethinyl estradiol,Birth Control,10,2008/7/22,25
100383,Desogestrel / ethinyl estradiol,Polycystic Ovary Syndrome,1,2015/1/27,3
100797,Desogestrel / ethinyl estradiol,Birth Control,9,2009/5/11,11
100326,Desogestrel / ethinyl estradiol,Birth Control,1,2015/5/18,3
100296,Desogestrel / ethinyl estradiol,Birth Control,9,2015/3/20,3
100143,Desogestrel / ethinyl estradiol,Birth Control,2,2016/7/7,1
100650,Desogestrel / ethinyl estradiol,Birth Control,9,2011/2/22,4
100404,Desogestrel / ethinyl estradiol,Birth Control,8,2013/11/4,6
100658,Desogestrel / ethinyl estradiol,Birth Control,6,2010/2/2,16
100282,Desogestrel / ethinyl estradiol,Birth Control,3,2015/4/28,4
24741,Desonide,Dermatitis,10,2013/1/28,11
24729,Desonide,Atopic Dermatitis,10,2017/6/25,2
24739,Desonide,Psoriasis,9,2014/2/9,16
24742,Desonide,Eczema,10,2012/6/3,15
24763,Desonide,Eczema,7,2008/3/20,17
24732,Desonide,Psoriasis,10,2016/8/29,11
24731,Desonide,Dermatitis,9,2016/10/31,10
24760,Desonide,Dermatitis,10,2008/8/21,15
16900,DesOwen,Eczema,10,2009/11/14,44
16899,DesOwen,Eczema,10,2010/3/10,28
43271,Desoximetasone,Eczema,9,2017/8/12,2
43277,Desoximetasone,Atopic Dermatitis,10,2015/8/20,7
206896,Desoxyn,Obesity,10,2011/6/8,98
206881,Desoxyn,ADHD,10,2017/3/7,37
206885,Desoxyn,ADHD,10,2015/12/18,96
206890,Desoxyn,ADHD,10,2014/10/21,74
116560,Desquam-X Wash,Acne,10,2011/12/30,34
186353,Desvenlafaxine,Depression,3,2012/1/15,7
186587,Desvenlafaxine,Depression,7,2009/12/30,175
185981,Desvenlafaxine,Depression,5,2017/1/10,5
186129,Desvenlafaxine,Major Depressive Disorde,10,2016/2/26,27
186354,Desvenlafaxine,ibromyalgia,4,2012/1/9,13
186274,Desvenlafaxine,Depression,1,2012/12/5,31
186391,Desvenlafaxine,Depression,9,2011/5/16,8
186343,Desvenlafaxine,Anxiety,9,2011/9/28,5
186147,Desvenlafaxine,Depression,7,2016/1/13,1
197698,Desvenlafaxine,Depression,8,2009/8/6,12
185986,Desvenlafaxine,Depression,6,2016/12/22,7
186206,Desvenlafaxine,Depression,2,2013/7/31,22
186205,Desvenlafaxine,Depression,9,2013/8/4,39
197738,Desvenlafaxine,Depression,10,2008/10/24,63
185912,Desvenlafaxine,Major Depressive Disorde,8,2017/6/7,5
186571,Desvenlafaxine,Panic Disorde,8,2010/7/16,8
185878,Desvenlafaxine,Depression,3,2017/10/30,6
186336,Desvenlafaxine,Anxiety,4,2011/10/8,7
186220,Desvenlafaxine,Depression,9,2013/5/16,43
186448,Desvenlafaxine,Depression,8,2011/2/7,10
186616,Desvenlafaxine,Anxiety,9,2009/11/10,43
185983,Desvenlafaxine,Depression,1,2017/1/5,1
186363,Desvenlafaxine,Anxiety,1,2011/12/14,7
186527,Desvenlafaxine,Depression,3,2010/3/15,34
186114,Desvenlafaxine,Major Depressive Disorde,8,2015/1/9,19
186417,Desvenlafaxine,Depression,8,2011/8/1,7
186429,Desvenlafaxine,Depression,10,2011/4/8,22
186313,Desvenlafaxine,Depression,10,2012/3/14,30
186651,Desvenlafaxine,Depression,10,2009/10/11,22
186432,Desvenlafaxine,Anxiety,3,2011/3/17,8
186617,Desvenlafaxine,ibromyalgia,1,2009/11/7,22
186430,Desvenlafaxine,Depression,1,2011/4/4,5
186121,Desvenlafaxine,Major Depressive Disorde,10,2014/12/3,51
185885,Desvenlafaxine,Depression,1,2017/9/21,9
186010,Desvenlafaxine,Major Depressive Disorde,10,2016/5/12,23
186611,Desvenlafaxine,Depression,2,2009/11/16,19
186566,Desvenlafaxine,Depression,10,2010/8/4,31
186008,Desvenlafaxine,Depression,8,2016/5/29,54
186057,Desvenlafaxine,Depression,10,2015/12/7,61
197701,Desvenlafaxine,Depression,8,2009/7/26,20
186493,Desvenlafaxine,Depression,10,2010/5/3,18
186180,Desvenlafaxine,Depression,8,2014/2/17,62
186084,Desvenlafaxine,Depression,7,2015/8/2,56
197726,Desvenlafaxine,Depression,7,2009/3/28,3
197770,Desvenlafaxine,Depression,10,2008/12/24,332
186290,Desvenlafaxine,Anxiety,7,2012/5/18,14
186390,Desvenlafaxine,Depression,10,2011/5/20,10
197736,Desvenlafaxine,Anxiety,10,2009/3/7,55
186118,Desvenlafaxine,Depression,10,2014/12/11,149
197766,Desvenlafaxine,Depression,9,2009/2/10,47
186598,Desvenlafaxine,Depression,8,2009/12/4,59
186268,Desvenlafaxine,Depression,8,2013/1/29,41
186236,Desvenlafaxine,Anxiety,8,2012/9/22,34
186382,Desvenlafaxine,Depression,8,2011/6/9,7
186138,Desvenlafaxine,Depression,3,2016/2/1,23
186660,Desvenlafaxine,Depression,9,2009/9/26,158
186488,Desvenlafaxine,Depression,9,2010/5/14,12
197663,Desvenlafaxine,Depression,8,2009/7/7,53
186298,Desvenlafaxine,Depression,1,2012/4/18,9
186098,Desvenlafaxine,Depression,9,2015/5/20,29
186670,Desvenlafaxine,Depression,3,2009/9/2,9
186093,Desvenlafaxine,Depression,7,2015/6/14,17
186322,Desvenlafaxine,Anxiety,10,2012/2/2,23
186548,Desvenlafaxine,Depression,6,2010/1/24,18
185928,Desvenlafaxine,Anxiety,4,2017/6/2,32
186217,Desvenlafaxine,Depression,9,2013/6/11,85
186044,Desvenlafaxine,Depression,1,2016/7/12,30
186399,Desvenlafaxine,Depression,10,2011/4/15,15
185997,Desvenlafaxine,Major Depressive Disorde,8,2016/11/12,13
197748,Desvenlafaxine,Narcolepsy,9,2008/7/15,47
186002,Desvenlafaxine,Depression,1,2016/7/3,0
186273,Desvenlafaxine,Depression,8,2012/12/17,73
186413,Desvenlafaxine,Depression,3,2011/8/4,3
186480,Desvenlafaxine,Depression,5,2010/6/19,16
186109,Desvenlafaxine,Depression,8,2015/3/16,33
186237,Desvenlafaxine,Depression,1,2012/9/19,7
186261,Desvenlafaxine,Depression,9,2013/2/12,80
186279,Desvenlafaxine,Depression,9,2012/7/11,40
185978,Desvenlafaxine,Depression,1,2017/1/17,13
185992,Desvenlafaxine,Major Depressive Disorde,9,2016/11/23,16
186659,Desvenlafaxine,Postmenopausal Symptoms,10,2009/9/26,30
186249,Desvenlafaxine,Depression,7,2012/8/6,10
186303,Desvenlafaxine,Depression,9,2012/4/10,15
197693,Desvenlafaxine,Depression,9,2009/8/12,35
185875,Desvenlafaxine,Anxiety,9,2017/11/8,0
186288,Desvenlafaxine,Anxiety,9,2012/5/24,42
186260,Desvenlafaxine,Depression,10,2013/2/25,118
186349,Desvenlafaxine,Depression,10,2011/9/13,21
186196,Desvenlafaxine,Depression,9,2013/9/18,81
186428,Desvenlafaxine,Depression,8,2011/4/11,11
186199,Desvenlafaxine,Depression,9,2013/9/9,51
197741,Desvenlafaxine,Depression,9,2008/9/21,53
186210,Desvenlafaxine,Depression,10,2013/7/19,60
186306,Desvenlafaxine,Bipolar Disorde,4,2012/4/2,18
186537,Desvenlafaxine,Depression,1,2010/2/28,21
186528,Desvenlafaxine,Depression,2,2010/3/14,10
186323,Desvenlafaxine,Anxiety,8,2012/1/28,13
186170,Desvenlafaxine,Depression,9,2014/5/9,93
186443,Desvenlafaxine,Depression,9,2011/2/24,9
186485,Desvenlafaxine,Depression,10,2010/5/22,27
186395,Desvenlafaxine,Depression,5,2011/4/25,6
186231,Desvenlafaxine,Depression,10,2012/9/30,28
185868,Desvenlafaxine,Depression,10,2017/12/6,0
186671,Desvenlafaxine,Depression,8,2009/9/1,47
186188,Desvenlafaxine,Depression,7,2013/11/10,81
186673,Desvenlafaxine,Depression,9,2009/8/31,20
186168,Desvenlafaxine,Depression,9,2014/5/27,124
186115,Desvenlafaxine,Depression,10,2015/1/1,130
186094,Desvenlafaxine,Depression,10,2015/6/7,93
197670,Desvenlafaxine,Depression,2,2009/6/15,23
186575,Desvenlafaxine,Anxiety,3,2010/1/20,4
186080,Desvenlafaxine,Depression,10,2015/9/7,45
197674,Desvenlafaxine,Depression,9,2009/6/2,39
186594,Desvenlafaxine,Depression,1,2009/12/11,40
186344,Desvenlafaxine,Anxiety,6,2011/9/28,4
186387,Desvenlafaxine,Bipolar Disorde,4,2011/5/26,10
186187,Desvenlafaxine,Depression,9,2013/11/22,120
185982,Desvenlafaxine,Depression,1,2017/1/5,11
186604,Desvenlafaxine,ADHD,7,2009/11/25,27
186110,Desvenlafaxine,Anxiety,10,2015/3/9,17
186371,Desvenlafaxine,Bipolar Disorde,8,2011/11/16,22
186560,Desvenlafaxine,Depression,10,2010/8/21,46
186355,Desvenlafaxine,Depression,6,2012/1/8,9
186524,Desvenlafaxine,Post Traumatic Stress Disorde,9,2010/9/28,28
185898,Desvenlafaxine,Depression,1,2017/8/1,17
186462,Desvenlafaxine,Depression,10,2010/12/20,20
186133,Desvenlafaxine,Depression,9,2016/2/14,51
197763,Desvenlafaxine,Anxiety,1,2009/2/21,25
186039,Desvenlafaxine,Major Depressive Disorde,6,2016/8/25,8
197673,Desvenlafaxine,Depression,5,2009/6/3,13
186661,Desvenlafaxine,ibromyalgia,9,2009/9/25,31
186606,Desvenlafaxine,Depression,8,2009/11/24,22
185884,Desvenlafaxine,Depression,1,2017/9/23,14
197696,Desvenlafaxine,Depression,9,2009/8/10,8
197777,Desvenlafaxine,Depression,8,2008/11/3,111
186146,Desvenlafaxine,Depression,3,2016/1/17,16
186141,Desvenlafaxine,Depression,8,2016/1/28,32
186078,Desvenlafaxine,Depression,10,2015/9/15,41
186427,Desvenlafaxine,Depression,3,2011/4/12,6
186605,Desvenlafaxine,Depression,7,2009/11/25,16
186064,Desvenlafaxine,Depression,9,2015/11/7,40
186016,Desvenlafaxine,Depression,10,2016/4/11,89
186316,Desvenlafaxine,ibromyalgia,7,2012/2/23,10
186509,Desvenlafaxine,Depression,3,2010/11/4,9
186477,Desvenlafaxine,Depression,8,2010/6/25,15
186240,Desvenlafaxine,Anxiety,10,2012/9/10,53
186326,Desvenlafaxine,Post Traumatic Stress Disorde,10,2011/11/10,18
185999,Desvenlafaxine,Major Depressive Disorde,3,2016/11/9,6
197717,Desvenlafaxine,Anxiety,9,2009/4/17,11
197774,Desvenlafaxine,Depression,10,2008/11/17,292
186489,Desvenlafaxine,Depression,9,2010/5/13,13
186526,Desvenlafaxine,Panic Disorde,7,2010/3/21,8
185873,Desvenlafaxine,Depression,2,2017/11/11,2
185926,Desvenlafaxine,Depression,2,2017/6/2,17
186071,Desvenlafaxine,Depression,1,2015/10/4,24
186126,Desvenlafaxine,Major Depressive Disorde,1,2016/3/4,10
186572,Desvenlafaxine,Depression,10,2010/7/13,9
186087,Desvenlafaxine,Depression,8,2015/7/16,0
185896,Desvenlafaxine,Depression,3,2017/8/14,10
186150,Desvenlafaxine,Major Depressive Disorde,7,2014/11/11,21
186183,Desvenlafaxine,Depression,8,2014/1/26,107
197735,Desvenlafaxine,Depression,1,2009/3/8,25
186378,Desvenlafaxine,ibromyalgia,10,2011/6/21,13
186131,Desvenlafaxine,Depression,10,2016/2/20,46
186364,Desvenlafaxine,Depression,9,2011/12/14,33
186384,Desvenlafaxine,Depression,3,2011/5/31,5
185984,Desvenlafaxine,Depression,8,2017/1/5,14
186278,Desvenlafaxine,Depression,9,2012/7/21,17
186519,Desvenlafaxine,Depression,8,2010/10/11,7
186546,Desvenlafaxine,Depression,9,2010/1/31,286
185876,Desvenlafaxine,Depression,9,2017/11/8,7
186472,Desvenlafaxine,Depression,7,2010/12/5,5
186227,Desvenlafaxine,Bipolar Disorde,8,2012/11/18,9
186406,Desvenlafaxine,Depression,6,2011/8/31,4
186603,Desvenlafaxine,Depression,8,2009/11/27,73
186337,Desvenlafaxine,Depression,7,2011/10/7,5
186452,Desvenlafaxine,Depression,9,2011/2/2,10
186555,Desvenlafaxine,Panic Disorde,4,2010/9/6,8
186222,Desvenlafaxine,Depression,9,2013/4/30,67
185935,Desvenlafaxine,Depression,7,2017/4/23,25
186135,Desvenlafaxine,ADHD,10,2016/2/11,6
186239,Desvenlafaxine,Panic Disorde,10,2012/9/17,16
186329,Desvenlafaxine,Depression,9,2011/11/2,18
186212,Desvenlafaxine,Depression,10,2013/7/13,65
186270,Desvenlafaxine,Depression,9,2012/12/30,34
186103,Desvenlafaxine,Depression,10,2015/4/14,98
186457,Desvenlafaxine,Depression,9,2011/1/17,6
197716,Desvenlafaxine,Depression,1,2009/4/23,28
186674,Desvenlafaxine,Depression,6,2009/8/30,11
186007,Desvenlafaxine,Hot Flashes,10,2016/6/3,2
186244,Desvenlafaxine,Depression,7,2012/9/7,18
186351,Desvenlafaxine,Depression,10,2012/1/22,15
186342,Desvenlafaxine,Depression,8,2011/9/29,6
186536,Desvenlafaxine,Depression,8,2010/2/28,18
186271,Desvenlafaxine,Depression,1,2012/12/27,39
186610,Desvenlafaxine,Depression,1,2009/11/16,11
185980,Desvenlafaxine,Depression,10,2017/1/13,92
197706,Desvenlafaxine,Anxiety,7,2009/7/20,19
186214,Desvenlafaxine,Depression,10,2013/7/3,86
186449,Desvenlafaxine,Depression,9,2011/2/5,5
186453,Desvenlafaxine,Depression,8,2011/1/31,11
186045,Desvenlafaxine,Major Depressive Disorde,7,2016/7/11,12
186424,Desvenlafaxine,Depression,7,2011/7/2,6
197778,Desvenlafaxine,Depression,2,2008/11/2,20
186294,Desvenlafaxine,Depression,10,2012/4/24,65
186291,Desvenlafaxine,Depression,8,2012/5/17,21
186177,Desvenlafaxine,Depression,5,2014/2/26,64
185991,Desvenlafaxine,ibromyalgia,10,2016/12/3,3
186657,Desvenlafaxine,ibromyalgia,10,2009/10/6,16
186436,Desvenlafaxine,Depression,7,2011/3/10,8
186276,Desvenlafaxine,Depression,10,2012/7/30,30
186033,Desvenlafaxine,Depression,10,2016/10/5,63
186522,Desvenlafaxine,Depression,8,2010/10/2,13
176098,Desyrel,Insomnia,6,2012/2/7,26
176105,Desyrel,ibromyalgia,2,2010/9/25,40
176093,Desyrel,Sedation,2,2013/5/3,110
176110,Desyrel,Insomnia,7,2009/12/23,28
176108,Desyrel,ibromyalgia,10,2010/4/12,39
176114,Desyrel,Insomnia,1,2009/8/10,63
176109,Desyrel,Insomnia,9,2009/12/30,33
193694,Detrol,Overactive Bladde,9,2009/10/10,30
193688,Detrol,Overactive Bladde,9,2013/6/25,37
46702,Detrol LA,Overactive Bladde,8,2009/9/14,16
46701,Detrol LA,Overactive Bladde,2,2009/11/2,20
187755,Dexamethasone,Inflammatory Conditions,1,2015/11/23,16
187762,Dexamethasone,Inflammatory Conditions,7,2015/3/19,10
187735,Dexamethasone,Idiopathic Thrombocytopenic Purpura,5,2017/4/27,1
187826,Dexamethasone,Aphthous Ulce,9,2010/4/4,5
187753,Dexamethasone,Gouty Arthritis,9,2016/3/5,9
197583,Dexamethasone,Conjunctivitis,10,2016/12/21,0
187766,Dexamethasone,Inflammatory Conditions,10,2015/3/1,21
187737,Dexamethasone,Inflammatory Conditions,3,2017/4/20,1
187751,Dexamethasone,Inflammatory Conditions,1,2016/3/25,19
187830,Dexamethasone,Atopic Dermatitis,8,2009/10/10,8
187773,Dexamethasone,Ulcerative Colitis,5,2014/3/23,4
187767,Dexamethasone,Inflammatory Conditions,1,2015/1/20,9
187818,Dexamethasone,Inflammatory Conditions,1,2012/6/19,22
187742,Dexamethasone,Inflammatory Conditions,10,2016/12/2,3
187829,Dexamethasone,Eczema,10,2009/10/10,7
187781,Dexamethasone,Inflammatory Conditions,7,2013/2/14,16
187738,Dexamethasone,Cerebral Edema,2,2017/2/15,4
187732,Dexamethasone,Plaque Psoriasis,3,2017/6/19,1
187731,Dexamethasone,Addison's Disease,8,2017/8/6,0
187739,Dexamethasone,"Nausea/Vomiting, Chemotherapy Induced",5,2017/2/3,0
197581,Dexamethasone,Uveitis,10,2017/11/12,0
123063,Dexamethasone / neomycin / polymyxin b,"Conjunctivitis, Bacterial",1,2016/4/29,1
123066,Dexamethasone / neomycin / polymyxin b,"Conjunctivitis, Bacterial",9,2013/2/27,14
96930,Dexamethasone Intensol,Inflammatory Conditions,1,2016/11/24,2
195972,Dexbrompheniramine / pseudoephedrine,Cold Symptoms,10,2008/11/5,9
195983,Dexbrompheniramine / pseudoephedrine,Nasal Congestion,10,2008/8/10,9
195994,Dexbrompheniramine / pseudoephedrine,Allergic Rhinitis,10,2008/6/23,20
195941,Dexbrompheniramine / pseudoephedrine,Allergic Rhinitis,10,2009/2/15,7
195926,Dexbrompheniramine / pseudoephedrine,Sinus Symptoms,10,2016/3/22,0
195995,Dexbrompheniramine / pseudoephedrine,Allergic Rhinitis,10,2008/6/20,5
195989,Dexbrompheniramine / pseudoephedrine,Nasal Congestion,9,2008/7/3,14
195934,Dexbrompheniramine / pseudoephedrine,Cold Symptoms,10,2009/9/9,10
195924,Dexbrompheniramine / pseudoephedrine,Nasal Congestion,10,2016/7/17,0
195942,Dexbrompheniramine / pseudoephedrine,Cold Symptoms,10,2009/1/5,9
195992,Dexbrompheniramine / pseudoephedrine,Allergic Rhinitis,10,2008/6/26,18
195975,Dexbrompheniramine / pseudoephedrine,Nasal Congestion,10,2008/9/28,7
195931,Dexbrompheniramine / pseudoephedrine,Sinus Symptoms,10,2011/10/10,5
195973,Dexbrompheniramine / pseudoephedrine,Allergic Rhinitis,10,2008/10/4,7
195939,Dexbrompheniramine / pseudoephedrine,Sinus Symptoms,10,2009/3/12,10
195925,Dexbrompheniramine / pseudoephedrine,Cold Symptoms,10,2016/3/23,5
36969,Dexchlorpheniramine,Allergic Reactions,10,2009/3/12,20
103699,Dexedrine,ADHD,9,2012/2/28,17
